Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770705928896-709","2026-02-10T06:45:46.826Z","17.93","玩家 1","7.11","light","zh","玩家 1","1","2"
"G1770705928896-709","2026-02-10T06:45:46.826Z","17.93","玩家 1","7.11","light","zh","电脑","0","2"
"G1770705928896-709","2026-02-10T06:45:46.826Z","17.93","玩家 1","7.11","light","zh","玩家 3","0","0"
"G1770705928896-709","2026-02-10T06:45:46.826Z","17.93","玩家 1","7.11","light","zh","玩家 4","0","2"
