Game ID,Date,Duration (s),Winner,Player,Lives,Hits
"G1770696541791-716","2026-02-10T04:09:15.664Z","13.87","CPU","Tony","0","1"
"G1770696541791-716","2026-02-10T04:09:15.664Z","13.87","CPU","CPU","1","2"
