Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770703980208-940","2026-02-10T06:13:19.507Z","19.30","CPU","7.02","light","zh","Player 1","0","1"
"G1770703980208-940","2026-02-10T06:13:19.507Z","19.30","CPU","7.02","light","zh","CPU","1","4"
"G1770703980208-940","2026-02-10T06:13:19.507Z","19.30","CPU","7.02","light","zh","Player 3","0","0"
"G1770703980208-940","2026-02-10T06:13:19.507Z","19.30","CPU","7.02","light","zh","Player 4","0","0"
