Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770706320699-66","2026-02-10T06:52:11.606Z","10.91","玩家 1","6.95","light","zh","玩家 1","1","2"
"G1770706320699-66","2026-02-10T06:52:11.606Z","10.91","玩家 1","6.95","light","zh","玩家 2","0","0"
"G1770706320699-66","2026-02-10T06:52:11.606Z","10.91","玩家 1","6.95","light","zh","玩家 3","0","2"
"G1770706320699-66","2026-02-10T06:52:11.606Z","10.91","玩家 1","6.95","light","zh","玩家 4","0","0"
