Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770703089772-903","2026-02-10T05:58:49.043Z","39.27","Tony","13.30","dark","en","Tony","1","11"
"G1770703089772-903","2026-02-10T05:58:49.043Z","39.27","Tony","13.30","dark","en","CPU","0","9"
"G1770703089772-903","2026-02-10T05:58:49.043Z","39.27","Tony","13.30","dark","en","Sue","0","2"
