Game ID,Date,Duration (s),Winner,Player,Lives,Hits
"G1770696622709-655","2026-02-10T04:10:54.800Z","32.09","Tom","Tom","1","5"
"G1770696622709-655","2026-02-10T04:10:54.800Z","32.09","Tom","CPU","0","3"
"G1770696622709-655","2026-02-10T04:10:54.800Z","32.09","Tom","CPU","0","3"
"G1770696622709-655","2026-02-10T04:10:54.800Z","32.09","Tom","CPU","0","0"
