Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770706300412-873","2026-02-10T06:51:52.638Z","12.23","电脑","6.97","light","zh","玩家 1","0","1"
"G1770706300412-873","2026-02-10T06:51:52.638Z","12.23","电脑","6.97","light","zh","电脑","1","3"
"G1770706300412-873","2026-02-10T06:51:52.638Z","12.23","电脑","6.97","light","zh","玩家 3","0","0"
"G1770706300412-873","2026-02-10T06:51:52.638Z","12.23","电脑","6.97","light","zh","玩家 4","0","0"
