Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770703942126-77","2026-02-10T06:12:50.256Z","28.13","电脑","9.05","light","en","Player 1","0","0"
"G1770703942126-77","2026-02-10T06:12:50.256Z","28.13","电脑","9.05","light","en","Player 2","0","1"
"G1770703942126-77","2026-02-10T06:12:50.256Z","28.13","电脑","9.05","light","en","电脑","1","6"
"G1770703942126-77","2026-02-10T06:12:50.256Z","28.13","电脑","9.05","light","en","CPU","0","6"
