Game ID,Date,Duration (s),Winner,Ball Speed,Theme,Language,Player,Lives,Hits
"G1770701365550-763","2026-02-10T05:29:41.767Z","16.22","Tony","9.79","dark","en","Tony","1","3"
"G1770701365550-763","2026-02-10T05:29:41.767Z","16.22","Tony","9.79","dark","en","CPU","0","3"
